<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ДагСб ао;W;25/07/16;000000;0.451;6640000
ДагСб ао;W;01/08/16;000000;0.472;1860000
ДагСб ао;W;08/08/16;000000;0.494;2640000
ДагСб ао;W;15/08/16;000000;0.51;2350000
ДагСб ао;W;22/08/16;000000;0.982;16650000
ДагСб ао;W;29/08/16;000000;1.251;9550000
ДагСб ао;W;05/09/16;000000;1.48;4590000
ДагСб ао;W;12/09/16;000000;1.77;8190000
ДагСб ао;W;19/09/16;000000;1.926;7580000
ДагСб ао;W;26/09/16;000000;1.85;2660000
ДагСб ао;W;03/10/16;000000;1.84;470000
ДагСб ао;W;10/10/16;000000;1.685;6640000
ДагСб ао;W;17/10/16;000000;1.65;1510000
ДагСб ао;W;24/10/16;000000;1.9;7220000
ДагСб ао;W;31/10/16;000000;1.751;3410000
ДагСб ао;W;07/11/16;000000;1.399;8200000
ДагСб ао;W;14/11/16;000000;1.795;7180000
ДагСб ао;W;21/11/16;000000;1.659;4070000
ДагСб ао;W;28/11/16;000000;1.699;4020000
ДагСб ао;W;05/12/16;000000;1.55;3710000
ДагСб ао;W;12/12/16;000000;1.63;3750000
ДагСб ао;W;19/12/16;000000;1.463;2680000
ДагСб ао;W;26/12/16;000000;1.55;1810000
ДагСб ао;W;02/01/17;000000;1.7;580000
ДагСб ао;W;09/01/17;000000;1.62;780000
ДагСб ао;W;16/01/17;000000;1.53;3520000
ДагСб ао;W;23/01/17;000000;1.52;810000
ДагСб ао;W;30/01/17;000000;1.3;2460000
ДагСб ао;W;06/02/17;000000;1.23;7000000
ДагСб ао;W;13/02/17;000000;1.105;1630000
ДагСб ао;W;20/02/17;000000;0.845;5630000
ДагСб ао;W;27/02/17;000000;0.75;3210000
ДагСб ао;W;06/03/17;000000;0.63;2010000
ДагСб ао;W;13/03/17;000000;0.56;5470000
ДагСб ао;W;20/03/17;000000;0.405;148280000
ДагСб ао;W;27/03/17;000000;0.24;168350000
ДагСб ао;W;03/04/17;000000;0.28;447920000
ДагСб ао;W;10/04/17;000000;0.315;171520000
ДагСб ао;W;17/04/17;000000;0.28;49680000
ДагСб ао;W;24/04/17;000000;0.3;49630000
ДагСб ао;W;01/05/17;000000;0.255;51590000
ДагСб ао;W;08/05/17;000000;0.27;16070000
ДагСб ао;W;15/05/17;000000;0.195;130680000
ДагСб ао;W;22/05/17;000000;0.22;119060000
ДагСб ао;W;29/05/17;000000;0.2;50980000
ДагСб ао;W;05/06/17;000000;0.21;37940000
ДагСб ао;W;12/06/17;000000;0.22;41090000
ДагСб ао;W;19/06/17;000000;0.22;10360000
ДагСб ао;W;26/06/17;000000;0.225;24700000
ДагСб ао;W;03/07/17;000000;0.315;144140000
ДагСб ао;W;10/07/17;000000;0.275;45410000
ДагСб ао;W;17/07/17;000000;0.22;73340000
ДагСб ао;W;24/07/17;000000;0.26;72800000
ДагСб ао;W;31/07/17;000000;0.266;44400000
ДагСб ао;W;07/08/17;000000;0.24;28980000
ДагСб ао;W;14/08/17;000000;0.239;4170000
ДагСб ао;W;21/08/17;000000;0.19;286930000
ДагСб ао;W;28/08/17;000000;0.159;319370000
ДагСб ао;W;04/09/17;000000;0.09;864430000
ДагСб ао;W;11/09/17;000000;0.106;443080000
ДагСб ао;W;18/09/17;000000;0.103;110290000
ДагСб ао;W;25/09/17;000000;0.114;309250000
ДагСб ао;W;02/10/17;000000;0.113;80920000
ДагСб ао;W;09/10/17;000000;0.114;74440000
ДагСб ао;W;16/10/17;000000;0.114;78790000
ДагСб ао;W;23/10/17;000000;0.112;33590000
ДагСб ао;W;30/10/17;000000;0.108;41230000
ДагСб ао;W;06/11/17;000000;0.102;48120000
ДагСб ао;W;13/11/17;000000;0.097;101180000
ДагСб ао;W;20/11/17;000000;0.0935;66870000
ДагСб ао;W;27/11/17;000000;0.084;42630000
ДагСб ао;W;04/12/17;000000;0.086;84490000
ДагСб ао;W;11/12/17;000000;0.0915;50650000
ДагСб ао;W;18/12/17;000000;0.104;167230000
ДагСб ао;W;25/12/17;000000;0.12;557040000
ДагСб ао;W;01/01/18;000000;0.134;101360000
ДагСб ао;W;08/01/18;000000;0.1565;331280000
ДагСб ао;W;15/01/18;000000;0.1865;245950000
ДагСб ао;W;22/01/18;000000;0.1635;194460000
ДагСб ао;W;29/01/18;000000;0.1595;112100000
ДагСб ао;W;05/02/18;000000;0.14;64760000
ДагСб ао;W;12/02/18;000000;0.137;71530000
ДагСб ао;W;19/02/18;000000;0.1355;40380000
ДагСб ао;W;26/02/18;000000;0.1235;73950000
ДагСб ао;W;05/03/18;000000;0.1205;19370000
ДагСб ао;W;12/03/18;000000;0.1275;130920000
ДагСб ао;W;19/03/18;000000;0.1225;47480000
ДагСб ао;W;26/03/18;000000;0.1145;43970000
ДагСб ао;W;02/04/18;000000;0.111;39790000
ДагСб ао;W;09/04/18;000000;0.1065;56430000
ДагСб ао;W;16/04/18;000000;0.1155;100040000
ДагСб ао;W;23/04/18;000000;0.1105;32840000
ДагСб ао;W;30/04/18;000000;0.111;22800000
ДагСб ао;W;07/05/18;000000;0.109;10620000
ДагСб ао;W;14/05/18;000000;0.1105;39730000
ДагСб ао;W;21/05/18;000000;0.108;27590000
ДагСб ао;W;28/05/18;000000;0.111;25800000
ДагСб ао;W;04/06/18;000000;0.11;23170000
ДагСб ао;W;11/06/18;000000;0.11;9290000
ДагСб ао;W;18/06/18;000000;0.108;12510000
ДагСб ао;W;25/06/18;000000;0.097;43910000
ДагСб ао;W;02/07/18;000000;0.0925;35610000
ДагСб ао;W;09/07/18;000000;0.0955;74090000
ДагСб ао;W;16/07/18;000000;0.1255;300740000
ДагСб ао;W;23/07/18;000000;0.108;89030000
ДагСб ао;W;30/07/18;000000;0.0965;120680000
ДагСб ао;W;06/08/18;000000;0.088;134370000
ДагСб ао;W;13/08/18;000000;0.0875;57470000
ДагСб ао;W;20/08/18;000000;0.085;66010000
ДагСб ао;W;27/08/18;000000;0.086;73570000
ДагСб ао;W;03/09/18;000000;0.084;33910000
ДагСб ао;W;10/09/18;000000;0.088;70770000
ДагСб ао;W;17/09/18;000000;0.092;216590000
ДагСб ао;W;24/09/18;000000;0.169;1240440000
ДагСб ао;W;01/10/18;000000;0.1245;930640000
ДагСб ао;W;08/10/18;000000;0.117;154690000
ДагСб ао;W;15/10/18;000000;0.133;407380000
ДагСб ао;W;22/10/18;000000;0.124;240830000
ДагСб ао;W;29/10/18;000000;0.12555;157550000
ДагСб ао;W;05/11/18;000000;0.121;52290000
ДагСб ао;W;12/11/18;000000;0.11155;96270000
ДагСб ао;W;19/11/18;000000;0.10865;40660000
ДагСб ао;W;26/11/18;000000;0.1092;78280000
ДагСб ао;W;03/12/18;000000;0.1173;159600000
ДагСб ао;W;10/12/18;000000;0.1172;95730000
ДагСб ао;W;17/12/18;000000;0.117;137900000
ДагСб ао;W;24/12/18;000000;0.11395;68150000
ДагСб ао;W;31/12/18;000000;0.11375;9750000
ДагСб ао;W;07/01/19;000000;0.126;101770000
ДагСб ао;W;14/01/19;000000;0.1195;126560000
ДагСб ао;W;21/01/19;000000;0.1275;200930000
ДагСб ао;W;28/01/19;000000;0.12465;78630000
ДагСб ао;W;04/02/19;000000;0.1244;72950000
ДагСб ао;W;11/02/19;000000;0.1227;291600000
ДагСб ао;W;18/02/19;000000;0.11965;67750000
ДагСб ао;W;25/02/19;000000;0.1218;31120000
ДагСб ао;W;04/03/19;000000;0.1194;41880000
ДагСб ао;W;11/03/19;000000;0.1209;52340000
ДагСб ао;W;18/03/19;000000;0.12045;57350000
ДагСб ао;W;25/03/19;000000;0.1197;30000000
ДагСб ао;W;01/04/19;000000;0.1181;37420000
ДагСб ао;W;08/04/19;000000;0.11505;24280000
ДагСб ао;W;15/04/19;000000;0.11675;17560000
ДагСб ао;W;22/04/19;000000;0.1155;24310000
ДагСб ао;W;29/04/19;000000;0.1149;18550000
ДагСб ао;W;06/05/19;000000;0.1128;13260000
ДагСб ао;W;13/05/19;000000;0.1045;40700000
ДагСб ао;W;20/05/19;000000;0.1017;44700000
ДагСб ао;W;27/05/19;000000;0.1013;28600000
ДагСб ао;W;03/06/19;000000;0.1007;42440000
ДагСб ао;W;10/06/19;000000;0.1056;31290000
ДагСб ао;W;17/06/19;000000;0.1114;55470000
ДагСб ао;W;24/06/19;000000;0.117;417390000
ДагСб ао;W;01/07/19;000000;0.1192;64820000
ДагСб ао;W;08/07/19;000000;0.1187;33950000
ДагСб ао;W;15/07/19;000000;0.1149;21460000
ДагСб ао;W;22/07/19;000000;0.108;49670000
ДагСб ао;W;29/07/19;000000;0.1106;46460000
ДагСб ао;W;05/08/19;000000;0.1119;38440000
ДагСб ао;W;12/08/19;000000;0.104;75040000
ДагСб ао;W;19/08/19;000000;0.1037;30780000
ДагСб ао;W;26/08/19;000000;0.1081;30990000
ДагСб ао;W;02/09/19;000000;0.1088;35100000
ДагСб ао;W;09/09/19;000000;0.1086;27880000
ДагСб ао;W;16/09/19;000000;0.1077;14020000
ДагСб ао;W;23/09/19;000000;0.1061;8640000
ДагСб ао;W;30/09/19;000000;0.1052;15310000
ДагСб ао;W;07/10/19;000000;0.1039;21020000
ДагСб ао;W;14/10/19;000000;0.1075;29750000
ДагСб ао;W;21/10/19;000000;0.1073;36940000
ДагСб ао;W;28/10/19;000000;0.1084;20680000
ДагСб ао;W;04/11/19;000000;0.1069;14590000
ДагСб ао;W;11/11/19;000000;0.1037;35480000
ДагСб ао;W;18/11/19;000000;0.1041;21820000
ДагСб ао;W;25/11/19;000000;0.106;69080000
ДагСб ао;W;02/12/19;000000;0.105;21070000
ДагСб ао;W;09/12/19;000000;0.104;53820000
ДагСб ао;W;16/12/19;000000;0.1033;28310000
ДагСб ао;W;23/12/19;000000;0.1042;34140000
ДагСб ао;W;30/12/19;000000;0.1044;10030000
ДагСб ао;W;06/01/20;000000;0.1084;161610000
ДагСб ао;W;13/01/20;000000;0.1183;199970000
ДагСб ао;W;20/01/20;000000;0.1224;276810000
ДагСб ао;W;27/01/20;000000;0.1106;295670000
ДагСб ао;W;03/02/20;000000;0.1112;106090000
ДагСб ао;W;10/02/20;000000;0.1117;56260000
ДагСб ао;W;17/02/20;000000;0.1197;630280000
ДагСб ао;W;24/02/20;000000;0.1003;197230000
ДагСб ао;W;02/03/20;000000;0.0997;48830000
ДагСб ао;W;09/03/20;000000;0.0852;57850000
ДагСб ао;W;16/03/20;000000;0.0826;114300000
ДагСб ао;W;23/03/20;000000;0.0801;111380000
ДагСб ао;W;30/03/20;000000;0.0882;76870000
ДагСб ао;W;06/04/20;000000;0.0979;408000000
ДагСб ао;W;13/04/20;000000;0.0926;70390000
ДагСб ао;W;20/04/20;000000;0.0938;73280000
ДагСб ао;W;27/04/20;000000;0.0964;62820000
ДагСб ао;W;04/05/20;000000;0.0962;25520000
ДагСб ао;W;11/05/20;000000;0.0954;19180000
ДагСб ао;W;18/05/20;000000;0.0959;27750000
ДагСб ао;W;25/05/20;000000;0.0981;93370000
ДагСб ао;W;01/06/20;000000;0.0944;54760000
ДагСб ао;W;08/06/20;000000;0.0949;37940000
ДагСб ао;W;15/06/20;000000;0.0934;40740000
ДагСб ао;W;22/06/20;000000;0.0926;15610000
ДагСб ао;W;29/06/20;000000;0.0915;20300000
ДагСб ао;W;06/07/20;000000;0.091;23580000
ДагСб ао;W;13/07/20;000000;0.0907;80460000
ДагСб ао;W;20/07/20;000000;0.0913;47410000
ДагСб ао;W;27/07/20;000000;0.0915;38180000
ДагСб ао;W;03/08/20;000000;0.093;49620000
ДагСб ао;W;10/08/20;000000;0.1055;1698980000
ДагСб ао;W;17/08/20;000000;0.107;737470000
ДагСб ао;W;24/08/20;000000;0.1079;105250000
ДагСб ао;W;31/08/20;000000;0.1057;33000000
ДагСб ао;W;07/09/20;000000;0.085;122860000
ДагСб ао;W;14/09/20;000000;0.0871;77160000
ДагСб ао;W;21/09/20;000000;0.0851;30840000
ДагСб ао;W;28/09/20;000000;0.0857;47650000
ДагСб ао;W;05/10/20;000000;0.083;36620000
ДагСб ао;W;12/10/20;000000;0.0817;17740000
ДагСб ао;W;19/10/20;000000;0.0817;27070000
ДагСб ао;W;26/10/20;000000;0.0801;34350000
ДагСб ао;W;02/11/20;000000;0.081;21250000
ДагСб ао;W;09/11/20;000000;0.0874;133420000
ДагСб ао;W;16/11/20;000000;0.0856;44550000
ДагСб ао;W;23/11/20;000000;0.0866;33350000
ДагСб ао;W;30/11/20;000000;0.0855;37450000
ДагСб ао;W;07/12/20;000000;0.0843;42590000
ДагСб ао;W;14/12/20;000000;0.0828;21730000
ДагСб ао;W;21/12/20;000000;0.0824;28920000
ДагСб ао;W;28/12/20;000000;0.083;41360000
ДагСб ао;W;04/01/21;000000;0.0849;21560000
ДагСб ао;W;11/01/21;000000;0.0829;60280000
ДагСб ао;W;18/01/21;000000;0.0829;38400000
ДагСб ао;W;25/01/21;000000;0.0825;21650000
ДагСб ао;W;01/02/21;000000;0.0832;116900000
ДагСб ао;W;08/02/21;000000;0.0837;40050000
ДагСб ао;W;15/02/21;000000;0.0856;180620000
ДагСб ао;W;22/02/21;000000;0.0829;31940000
ДагСб ао;W;01/03/21;000000;0.0816;79104000
ДагСб ао;W;08/03/21;000000;0.0819;82212000
ДагСб ао;W;15/03/21;000000;0.082;87693000
ДагСб ао;W;22/03/21;000000;0.0811;97090000
ДагСб ао;W;29/03/21;000000;0.0824;122408000
ДагСб ао;W;05/04/21;000000;0.0824;183860000
ДагСб ао;W;12/04/21;000000;0.0815;68690000
ДагСб ао;W;19/04/21;000000;0.081;33194000
ДагСб ао;W;26/04/21;000000;0.0813;31885000
ДагСб ао;W;03/05/21;000000;0.0811;18969000
ДагСб ао;W;10/05/21;000000;0.0813;27112000
ДагСб ао;W;17/05/21;000000;0.0814;27753000
ДагСб ао;W;24/05/21;000000;0.0822;28185000
ДагСб ао;W;31/05/21;000000;0.0816;25101000
ДагСб ао;W;07/06/21;000000;0.0813;17318000
ДагСб ао;W;14/06/21;000000;0.0809;17994000
ДагСб ао;W;21/06/21;000000;0.0811;10702000
ДагСб ао;W;28/06/21;000000;0.0808;15945000
ДагСб ао;W;05/07/21;000000;0.0804;11998000
ДагСб ао;W;12/07/21;000000;0.0753;30957000
ДагСб ао;W;19/07/21;000000;0.0743;27859000
ДагСб ао;W;26/07/21;000000;0.0727;26054000
ДагСб ао;W;02/08/21;000000;0.0747;16713000
ДагСб ао;W;09/08/21;000000;0.0738;19014000
ДагСб ао;W;16/08/21;000000;0.0742;260641000
ДагСб ао;W;23/08/21;000000;0.0764;97007000
ДагСб ао;W;30/08/21;000000;0.0754;64552000
ДагСб ао;W;06/09/21;000000;0.0744;35247000
ДагСб ао;W;13/09/21;000000;0.0763;226952000
ДагСб ао;W;20/09/21;000000;0.1727;2401818000
ДагСб ао;W;27/09/21;000000;0.124;1869154000
ДагСб ао;W;04/10/21;000000;0.1992;620949000
ДагСб ао;W;11/10/21;000000;0.2614;1335959000
ДагСб ао;W;18/10/21;000000;0.3331;2105213000
ДагСб ао;W;25/10/21;000000;0.2213;1679609000
ДагСб ао;W;01/11/21;000000;0.3194;1301855000
ДагСб ао;W;08/11/21;000000;0.25;1241720000
ДагСб ао;W;15/11/21;000000;0.243;716318000
ДагСб ао;W;22/11/21;000000;0.204;839453000
ДагСб ао;W;29/11/21;000000;0.2022;389233000
ДагСб ао;W;06/12/21;000000;0.1856;121882000
ДагСб ао;W;13/12/21;000000;0.1587;214882000
ДагСб ао;W;20/12/21;000000;0.2072;2011222000
ДагСб ао;W;27/12/21;000000;0.2003;1485797000
ДагСб ао;W;03/01/22;000000;0.226;929893000
ДагСб ао;W;10/01/22;000000;0.2101;580143000
ДагСб ао;W;17/01/22;000000;0.193;254031000
ДагСб ао;W;24/01/22;000000;0.185;466883000
ДагСб ао;W;31/01/22;000000;0.183;118517000
ДагСб ао;W;07/02/22;000000;0.1849;171553000
ДагСб ао;W;14/02/22;000000;0.178;109939000
ДагСб ао;W;21/02/22;000000;0.14;216203000
РОСИНТЕРао;W;11/01/10;000000;289.92;19597
РОСИНТЕРао;W;18/01/10;000000;325;29841
РОСИНТЕРао;W;25/01/10;000000;380;41534
РОСИНТЕРао;W;01/02/10;000000;339.95;37989
РОСИНТЕРао;W;08/02/10;000000;316.51;5956
РОСИНТЕРао;W;15/02/10;000000;349;70729
РОСИНТЕРао;W;22/02/10;000000;359.98;12096
РОСИНТЕРао;W;01/03/10;000000;322;37433
РОСИНТЕРао;W;08/03/10;000000;344.19;43011
РОСИНТЕРао;W;15/03/10;000000;362.08;111347
РОСИНТЕРао;W;22/03/10;000000;380;36410
РОСИНТЕРао;W;29/03/10;000000;401.21;15623
РОСИНТЕРао;W;05/04/10;000000;464.5;14439
РОСИНТЕРао;W;12/04/10;000000;450;13024
РОСИНТЕРао;W;19/04/10;000000;467.01;12489
РОСИНТЕРао;W;26/04/10;000000;569.9;18593
РОСИНТЕРао;W;03/05/10;000000;439.5;8814
РОСИНТЕРао;W;10/05/10;000000;445.01;9979
РОСИНТЕРао;W;17/05/10;000000;400.3;9188
РОСИНТЕРао;W;24/05/10;000000;455.01;5164
РОСИНТЕРао;W;31/05/10;000000;430.1;2423
РОСИНТЕРао;W;07/06/10;000000;419.76;8019
РОСИНТЕРао;W;14/06/10;000000;435;15797
РОСИНТЕРао;W;21/06/10;000000;438.17;6872
РОСИНТЕРао;W;28/06/10;000000;469;26540
РОСИНТЕРао;W;05/07/10;000000;445;2663
РОСИНТЕРао;W;12/07/10;000000;431;1008
РОСИНТЕРао;W;19/07/10;000000;471.13;6604
РОСИНТЕРао;W;26/07/10;000000;475;2233
РОСИНТЕРао;W;02/08/10;000000;475;3841
РОСИНТЕРао;W;09/08/10;000000;467;5370
РОСИНТЕРао;W;16/08/10;000000;452.01;13133
РОСИНТЕРао;W;23/08/10;000000;452.94;715
РОСИНТЕРао;W;30/08/10;000000;465;1193
РОСИНТЕРао;W;06/09/10;000000;460;3065
РОСИНТЕРао;W;13/09/10;000000;461.03;9112
РОСИНТЕРао;W;20/09/10;000000;478;6059
РОСИНТЕРао;W;27/09/10;000000;579;18921
РОСИНТЕРао;W;04/10/10;000000;558.08;31906
РОСИНТЕРао;W;11/10/10;000000;594;10868
РОСИНТЕРао;W;18/10/10;000000;595.89;5361
РОСИНТЕРао;W;25/10/10;000000;599;7702
РОСИНТЕРао;W;01/11/10;000000;585;1935
РОСИНТЕРао;W;08/11/10;000000;584.89;3554
РОСИНТЕРао;W;15/11/10;000000;573.82;2408
РОСИНТЕРао;W;22/11/10;000000;615;7779
РОСИНТЕРао;W;29/11/10;000000;677;16404
РОСИНТЕРао;W;06/12/10;000000;679;10182
РОСИНТЕРао;W;13/12/10;000000;742.48;11875
РОСИНТЕРао;W;20/12/10;000000;741;12943
РОСИНТЕРао;W;27/12/10;000000;729.98;21603
РОСИНТЕРао;W;10/01/11;000000;740;3170
РОСИНТЕРао;W;17/01/11;000000;665.75;30755
РОСИНТЕРао;W;24/01/11;000000;673;28098
РОСИНТЕРао;W;31/01/11;000000;692.01;30654
РОСИНТЕРао;W;07/02/11;000000;718.47;33456
РОСИНТЕРао;W;14/02/11;000000;710;10429
РОСИНТЕРао;W;21/02/11;000000;708;9069
РОСИНТЕРао;W;28/02/11;000000;659.9;7758
РОСИНТЕРао;W;07/03/11;000000;665;6810
РОСИНТЕРао;W;14/03/11;000000;574;13310
РОСИНТЕРао;W;21/03/11;000000;560.5;14080
РОСИНТЕРао;W;28/03/11;000000;593.5;58500
РОСИНТЕРао;W;04/04/11;000000;626.4;13720
РОСИНТЕРао;W;11/04/11;000000;580;28070
РОСИНТЕРао;W;18/04/11;000000;575;10680
РОСИНТЕРао;W;25/04/11;000000;550;7430
РОСИНТЕРао;W;02/05/11;000000;540.2;12170
РОСИНТЕРао;W;09/05/11;000000;510;3210
РОСИНТЕРао;W;16/05/11;000000;481.1;13600
РОСИНТЕРао;W;23/05/11;000000;455;9080
РОСИНТЕРао;W;30/05/11;000000;377;24330
РОСИНТЕРао;W;06/06/11;000000;359;35620
РОСИНТЕРао;W;13/06/11;000000;373;20000
РОСИНТЕРао;W;20/06/11;000000;353.9;19650
РОСИНТЕРао;W;27/06/11;000000;348.9;20600
РОСИНТЕРао;W;04/07/11;000000;367;20570
РОСИНТЕРао;W;11/07/11;000000;351;51160
РОСИНТЕРао;W;18/07/11;000000;352;82300
РОСИНТЕРао;W;25/07/11;000000;338.8;24620
РОСИНТЕРао;W;01/08/11;000000;277;56380
РОСИНТЕРао;W;08/08/11;000000;260;36610
РОСИНТЕРао;W;15/08/11;000000;249;18960
РОСИНТЕРао;W;22/08/11;000000;230;20710
РОСИНТЕРао;W;29/08/11;000000;234;63300
РОСИНТЕРао;W;05/09/11;000000;240.3;57290
РОСИНТЕРао;W;12/09/11;000000;201;82630
РОСИНТЕРао;W;19/09/11;000000;175.1;90120
РОСИНТЕРао;W;26/09/11;000000;185;93640
РОСИНТЕРао;W;03/10/11;000000;183.9;140380
РОСИНТЕРао;W;10/10/11;000000;175;63330
РОСИНТЕРао;W;17/10/11;000000;169.9;61750
РОСИНТЕРао;W;24/10/11;000000;163;102500
РОСИНТЕРао;W;31/10/11;000000;160;100830
РОСИНТЕРао;W;07/11/11;000000;153.6;40890
РОСИНТЕРао;W;14/11/11;000000;131.9;55950
РОСИНТЕРао;W;21/11/11;000000;132.6;28450
РОСИНТЕРао;W;28/11/11;000000;148.9;31760
РОСИНТЕРао;W;05/12/11;000000;141.7;46860
РОСИНТЕРао;W;12/12/11;000000;140;25040
РОСИНТЕРао;W;19/12/11;000000;134.8;18080
РОСИНТЕРао;W;26/12/11;000000;134;36610
РОСИНТЕРао;W;02/01/12;000000;135.5;7110
РОСИНТЕРао;W;09/01/12;000000;129.9;53880
РОСИНТЕРао;W;16/01/12;000000;129.9;24590
РОСИНТЕРао;W;23/01/12;000000;127.9;36460
РОСИНТЕРао;W;30/01/12;000000;127.8;28640
РОСИНТЕРао;W;06/02/12;000000;143.8;899400
РОСИНТЕРао;W;13/02/12;000000;156;266420
РОСИНТЕРао;W;20/02/12;000000;170;163040
РОСИНТЕРао;W;27/02/12;000000;157;96450
РОСИНТЕРао;W;05/03/12;000000;160.9;49440
РОСИНТЕРао;W;12/03/12;000000;172.5;95030
РОСИНТЕРао;W;19/03/12;000000;177;57020
РОСИНТЕРао;W;26/03/12;000000;202;270760
РОСИНТЕРао;W;02/04/12;000000;190;182130
РОСИНТЕРао;W;09/04/12;000000;162.9;180370
РОСИНТЕРао;W;16/04/12;000000;154.7;79820
РОСИНТЕРао;W;23/04/12;000000;151.8;57180
РОСИНТЕРао;W;30/04/12;000000;141;20120
РОСИНТЕРао;W;07/05/12;000000;139.8;13240
РОСИНТЕРао;W;14/05/12;000000;126;35370
РОСИНТЕРао;W;21/05/12;000000;132;44310
РОСИНТЕРао;W;28/05/12;000000;131.4;30140
РОСИНТЕРао;W;04/06/12;000000;131.9;57570
РОСИНТЕРао;W;11/06/12;000000;134.2;13550
РОСИНТЕРао;W;18/06/12;000000;128;83760
РОСИНТЕРао;W;25/06/12;000000;126.2;52090
РОСИНТЕРао;W;02/07/12;000000;125.5;285090
РОСИНТЕРао;W;09/07/12;000000;126.9;29100
РОСИНТЕРао;W;16/07/12;000000;126.4;42740
РОСИНТЕРао;W;23/07/12;000000;125.7;51210
РОСИНТЕРао;W;30/07/12;000000;125.6;80460
РОСИНТЕРао;W;06/08/12;000000;124.6;50360
РОСИНТЕРао;W;13/08/12;000000;123;30090
РОСИНТЕРао;W;20/08/12;000000;123.7;25470
РОСИНТЕРао;W;27/08/12;000000;125;295660
РОСИНТЕРао;W;03/09/12;000000;125.9;15490
РОСИНТЕРао;W;10/09/12;000000;130.8;150740
РОСИНТЕРао;W;17/09/12;000000;133.8;104290
РОСИНТЕРао;W;24/09/12;000000;131;42560
РОСИНТЕРао;W;01/10/12;000000;130.9;21460
РОСИНТЕРао;W;08/10/12;000000;131.5;35060
РОСИНТЕРао;W;15/10/12;000000;129.8;40660
РОСИНТЕРао;W;22/10/12;000000;118.8;29460
РОСИНТЕРао;W;29/10/12;000000;115.6;19230
РОСИНТЕРао;W;05/11/12;000000;116.1;12070
РОСИНТЕРао;W;12/11/12;000000;115;9800
РОСИНТЕРао;W;19/11/12;000000;119.2;8950
РОСИНТЕРао;W;26/11/12;000000;115.9;9550
РОСИНТЕРао;W;03/12/12;000000;115.5;6720
РОСИНТЕРао;W;10/12/12;000000;116;95260
РОСИНТЕРао;W;17/12/12;000000;114.8;28100
РОСИНТЕРао;W;24/12/12;000000;117;42190
РОСИНТЕРао;W;07/01/13;000000;120;9740
РОСИНТЕРао;W;14/01/13;000000;127.1;43260
РОСИНТЕРао;W;21/01/13;000000;128.5;7510
РОСИНТЕРао;W;28/01/13;000000;127;13030
РОСИНТЕРао;W;04/02/13;000000;125;14310
РОСИНТЕРао;W;11/02/13;000000;127;29150
РОСИНТЕРао;W;18/02/13;000000;133;20570
РОСИНТЕРао;W;25/02/13;000000;137.4;65290
РОСИНТЕРао;W;04/03/13;000000;135;15210
РОСИНТЕРао;W;11/03/13;000000;129;12180
РОСИНТЕРао;W;18/03/13;000000;119.1;15430
РОСИНТЕРао;W;25/03/13;000000;113.6;20410
РОСИНТЕРао;W;01/04/13;000000;110;16510
РОСИНТЕРао;W;08/04/13;000000;109.8;8770
РОСИНТЕРао;W;15/04/13;000000;104;19840
РОСИНТЕРао;W;22/04/13;000000;109.4;6460
РОСИНТЕРао;W;29/04/13;000000;108.2;7730
РОСИНТЕРао;W;06/05/13;000000;105;4370
РОСИНТЕРао;W;13/05/13;000000;108.9;16320
РОСИНТЕРао;W;20/05/13;000000;102.6;7060
РОСИНТЕРао;W;27/05/13;000000;102;1980
РОСИНТЕРао;W;03/06/13;000000;93.1;6210
РОСИНТЕРао;W;10/06/13;000000;96.7;6610
РОСИНТЕРао;W;17/06/13;000000;99;12520
РОСИНТЕРао;W;24/06/13;000000;94.4;21760
РОСИНТЕРао;W;01/07/13;000000;102;11620
РОСИНТЕРао;W;08/07/13;000000;102.2;5170
РОСИНТЕРао;W;15/07/13;000000;105.7;20760
РОСИНТЕРао;W;22/07/13;000000;104.4;720
РОСИНТЕРао;W;29/07/13;000000;104.5;2490
РОСИНТЕРао;W;05/08/13;000000;101.3;8090
РОСИНТЕРао;W;12/08/13;000000;100.1;13740
РОСИНТЕРао;W;19/08/13;000000;102;9100
РОСИНТЕРао;W;26/08/13;000000;100.4;5720
РОСИНТЕРао;W;02/09/13;000000;100;2990
РОСИНТЕРао;W;09/09/13;000000;100.9;3730
РОСИНТЕРао;W;16/09/13;000000;100;7270
РОСИНТЕРао;W;23/09/13;000000;100.1;1370
РОСИНТЕРао;W;30/09/13;000000;100;19350
РОСИНТЕРао;W;07/10/13;000000;100;18230
РОСИНТЕРао;W;14/10/13;000000;101.6;7640
РОСИНТЕРао;W;21/10/13;000000;100.3;13420
РОСИНТЕРао;W;28/10/13;000000;103.2;10470
РОСИНТЕРао;W;04/11/13;000000;102.3;3350
РОСИНТЕРао;W;11/11/13;000000;102.7;7250
РОСИНТЕРао;W;18/11/13;000000;104;3740
РОСИНТЕРао;W;25/11/13;000000;105.5;4280
РОСИНТЕРао;W;02/12/13;000000;105.8;4660
РОСИНТЕРао;W;09/12/13;000000;100;2930
РОСИНТЕРао;W;16/12/13;000000;100;8100
РОСИНТЕРао;W;23/12/13;000000;100.6;46160
РОСИНТЕРао;W;30/12/13;000000;101;2360
РОСИНТЕРао;W;06/01/14;000000;99.1;1380
РОСИНТЕРао;W;13/01/14;000000;99.6;24960
РОСИНТЕРао;W;20/01/14;000000;99.4;2410
